Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:36:02.053,114405.0,0.2,BTCUSDT
2025-09-30 01:36:02.053,114404.9,0.004,BTCUSDT
2025-09-30 01:36:02.053,114404.8,0.003,BTCUSDT
2025-09-30 01:36:02.053,114404.7,0.002,BTCUSDT
2025-09-30 01:36:02.053,114404.7,0.066,BTCUSDT
2025-09-30 01:36:02.053,114404.5,0.002,BTCUSDT
2025-09-30 01:36:02.053,114404.5,0.005,BTCUSDT
2025-09-30 01:36:02.053,114404.5,1.093,BTCUSDT
2025-09-30 01:36:02.053,114404.4,0.001,BTCUSDT
2025-09-30 01:36:02.053,114404.4,0.001,BTCUSDT
2025-09-30 01:36:02.053,114404.4,1.571,BTCUSDT
2025-09-30 01:36:02.053,114404.4,0.001,BTCUSDT
2025-09-30 01:36:02.053,114404.1,0.001,BTCUSDT
2025-09-30 01:36:02.053,114404.1,0.002,BTCUSDT
2025-09-30 01:36:02.053,114404.0,0.01,BTCUSDT
2025-09-30 01:36:02.053,114403.9,0.002,BTCUSDT
2025-09-30 01:36:02.053,114403.9,0.002,BTCUSDT
2025-09-30 01:36:02.053,114403.6,0.003,BTCUSDT
2025-09-30 01:36:02.053,114403.4,0.002,BTCUSDT
2025-09-30 01:36:02.053,114403.3,0.002,BTCUSDT
2025-09-30 01:36:02.053,114403.3,0.001,BTCUSDT
2025-09-30 01:36:02.053,114403.2,0.168,BTCUSDT
2025-09-30 01:36:02.053,114403.2,0.033,BTCUSDT
2025-09-30 01:36:02.053,114403.2,0.001,BTCUSDT
2025-09-30 01:36:02.053,114403.0,0.002,BTCUSDT
2025-09-30 01:36:02.053,114403.0,1.5,BTCUSDT
2025-09-30 01:36:02.053,114403.0,0.002,BTCUSDT
2025-09-30 01:36:02.053,114403.0,0.039,BTCUSDT
2025-09-30 01:36:02.053,114403.0,0.007,BTCUSDT
2025-09-30 01:36:02.053,114402.9,0.001,BTCUSDT
2025-09-30 01:36:02.053,114402.8,0.006,BTCUSDT
2025-09-30 01:36:02.053,114402.7,0.002,BTCUSDT
2025-09-30 01:36:02.053,114402.7,0.006,BTCUSDT
2025-09-30 01:36:02.053,114402.6,0.007,BTCUSDT
2025-09-30 01:36:02.053,114402.4,0.001,BTCUSDT
2025-09-30 01:36:02.053,114402.2,0.002,BTCUSDT
2025-09-30 01:36:02.053,114402.2,0.065,BTCUSDT
2025-09-30 01:36:02.053,114402.1,0.001,BTCUSDT
2025-09-30 01:36:02.053,114402.1,0.002,BTCUSDT
2025-09-30 01:36:02.053,114401.8,0.002,BTCUSDT
2025-09-30 01:36:02.053,114401.7,0.003,BTCUSDT
